Season,HID,AID,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO,ELO_H,ELO_A,H_gp_before,H_gf_mean_before,H_ga_mean_before,A_gp_before,A_gf_mean_before,A_ga_mean_before,ELO_diff,gf_mean_diff,ga_mean_diff,gp_diff
1990,22,13,1.46,3.16,4.36,0,0,1,1,1,1,5,6,0,1.0,1.0,0.0,0.0,0.0,29.0,32.0,20,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,1510.0,1.0,0.4,0.8,1.0,1.0,0.4,-20.0,-0.6,0.4,0.0
1990,23,15,1.65,2.45,4.28,0,0,1,3,3,1,1,2,0,0.0,0.0,1.0,0.0,0.0,41.0,42.0,2,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1490.0,1510.0,1.0,0.4,1.0,1.0,1.2000000000000002,0.4,-20.0,-0.8000000000000002,0.6,0.0
1990,24,0,1.7,2.33,4.32,1,0,0,4,3,0,4,6,0,1.0,1.0,1.0,0.0,0.0,17.0,37.0,8,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1509.4249887221547,1519.4249887221547,2.0,1.7600000000000002,1.12,2.0,2.04,0.9600000000000001,-10.0,-0.2799999999999998,0.16000000000000003,0.0
1990,13,5,1.61,2.56,4.27,1,0,0,6,3,0,6,6,0,1.0,1.0,0.0,0.0,0.0,34.0,38.0,22,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,4,0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1509.4249887221547,1500.5750112778453,2.0,1.0,0.52,2.0,1.2800000000000002,1.2000000000000002,8.849977444309388,-0.28000000000000025,-0.6800000000000002,0.0
1990,10,16,1.46,3.18,4.32,1,0,0,5,1,0,3,5,0,0.0,2.0,0.0,0.0,0.0,35.0,9.0,6,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.4249887221547,1500.5750112778453,2.0,1.04,1.12,2.0,0.9200000000000002,1.3600000000000003,-1.1500225556906116,0.11999999999999988,-0.2400000000000002,0.0
1990,15,22,1.61,2.53,4.33,1,0,0,5,4,0,5,8,0,0.0,1.0,0.0,1.0,0.0,28.0,38.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,1,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1509.4249887221547,1490.5750112778453,2.0,1.5600000000000003,0.9200000000000002,2.0,0.52,0.8400000000000001,18.84997744430939,1.0400000000000003,0.08000000000000007,0.0
1990,18,23,1.54,2.81,4.25,1,0,0,2,1,0,4,5,0,0.0,0.0,0.0,0.0,0.0,38.0,31.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.5750112778453,1490.5750112778453,2.0,1.12,2.3600000000000003,2.0,0.9200000000000002,1.4000000000000001,-10.0,0.19999999999999996,0.9600000000000002,0.0
1990,4,19,1.64,2.47,4.27,1,0,0,5,2,0,4,5,0,0.0,0.0,1.0,1.0,0.0,33.0,17.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1499.4249887221547,1490.5750112778453,2.0,1.2000000000000002,1.08,2.0,0.9600000000000001,1.4400000000000002,8.849977444309388,0.2400000000000001,-0.3600000000000001,0.0
1990,19,10,1.59,2.62,4.31,0,1,0,0,3,0,4,3,0,1.0,0.0,0.0,0.0,0.0,24.0,24.0,8,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1480.8296790276333,1509.4580889111862,3.0,1.1680000000000001,2.152,3.0,1.832,1.096,-28.628409883552877,-0.6639999999999999,1.056,0.0
1990,16,13,1.59,2.63,4.23,0,1,0,0,2,0,5,5,0,0.0,0.0,0.0,0.0,0.0,29.0,45.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1490.5419110888138,1519.1703209723667,3.0,0.9360000000000002,2.088,3.0,2.0,1.016,-28.628409883552877,-1.0639999999999998,1.072,0.0
1990,22,18,1.46,3.15,4.35,0,1,0,3,4,1,4,5,0,0.0,1.0,0.0,0.0,0.0,25.0,31.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1481.1170255281338,1490.8627549611654,3.0,1.2160000000000002,1.6720000000000002,3.0,1.2960000000000003,2.0880000000000005,-9.745729433031556,-0.08000000000000007,-0.41600000000000037,0.0
1990,0,23,1.44,3.24,4.38,0,0,1,1,1,1,3,2,0,2.0,0.0,1.0,0.0,0.0,33.0,43.0,6,29,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1509.1372450388346,1480.2872675945252,3.0,2.232,1.568,3.0,0.9360000000000002,1.52,28.84997744430939,1.296,0.04800000000000004,0.0
1990,24,4,1.52,2.88,4.3,0,0,1,2,2,1,4,7,0,0.0,1.0,0.0,0.0,0.0,25.0,30.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1519.7127324054748,1509.1703209723667,3.0,2.208,1.4960000000000002,3.0,1.9600000000000002,1.2640000000000002,10.5424114331081,0.248,0.23199999999999998,0.0
1990,5,15,1.62,2.52,4.3,1,0,0,4,3,1,4,8,0,0.0,1.0,1.0,0.0,0.0,35.0,37.0,8,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1490.8296790276333,1518.8829744718662,3.0,1.6240000000000003,2.16,3.0,2.248,1.5360000000000003,-28.053295444232845,-0.6239999999999999,0.6239999999999999,0.0
1990,18,5,1.59,2.62,4.27,1,0,0,4,3,0,6,4,0,2.0,2.0,1.0,0.0,0.0,43.0,0.0,22,33,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1500.582323866293,1501.6353676216265,4.0,1.8368000000000002,2.2704000000000004,4.0,2.0992000000000006,2.3280000000000003,-1.0530437553334195,-0.2624000000000004,-0.057599999999999874,0.0
1990,15,16,1.42,3.4,4.36,0,0,1,2,2,1,2,3,0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1508.077285877873,1481.3640431469878,4.0,2.3984000000000005,2.0288000000000004,4.0,0.7488000000000001,2.0704000000000002,26.713242730885213,1.6496000000000004,-0.04159999999999986,0.0
1990,4,0,1.7,2.32,4.31,1,0,0,3,1,0,4,3,0,0.0,1.0,1.0,0.0,0.0,21.0,36.0,8,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1509.473662872252,1508.3087791903129,4.0,1.9680000000000004,1.4112000000000005,4.0,1.9856000000000003,1.4544000000000001,1.1648836819390453,-0.017599999999999838,-0.04319999999999968,0.0
1990,23,22,1.67,2.4,4.28,0,0,1,3,3,1,4,7,0,2.0,1.0,0.0,0.0,0.0,23.0,36.0,8,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1481.115733443047,1471.397456623006,4.0,0.9488000000000001,1.4160000000000001,4.0,1.5728000000000004,2.1376,9.718276820040955,-0.6240000000000003,-0.7215999999999998,0.0
1990,13,19,1.56,2.71,4.28,1,0,0,4,2,0,10,7,0,1.0,0.0,2.0,1.0,0.0,29.0,33.0,28,24,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1528.3481889141926,1471.6518110858074,4.0,2.0,0.8128000000000001,4.0,0.9344000000000001,2.3216,56.696377828385266,1.0655999999999999,-1.5088,0.0
1990,10,24,1.52,2.86,4.33,1,0,0,6,4,0,3,3,0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1518.6359568530122,1519.4093905055895,4.0,2.0656000000000003,0.8768000000000001,4.0,2.1664000000000003,1.5968000000000004,-0.773433652577296,-0.1008,-0.7200000000000003,0.0
1990,24,13,1.56,2.73,4.29,0,1,0,2,4,0,2,5,0,2.0,0.0,0.0,0.0,0.0,19.0,29.0,28,35,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1509.3871293323766,1536.7306684469847,5.0,2.5331200000000003,2.4774400000000005,5.0,2.4000000000000004,1.05024,-27.34353911460812,0.1331199999999999,1.4272000000000005,0.0
1990,16,18,1.59,2.63,4.22,0,0,1,1,1,1,2,6,0,0.0,1.0,0.0,0.0,0.0,22.0,31.0,4,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.1314005718673,1510.6126328091495,5.0,0.9990400000000002,2.0563200000000004,5.0,2.2694400000000003,2.4163200000000007,-28.481232237282256,-1.2704000000000002,-0.3600000000000003,0.0
1990,4,10,1.65,2.45,4.3,0,0,1,5,5,1,3,5,0,0.0,0.0,0.0,1.0,1.0,21.0,36.0,11,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1519.4401349503705,1528.658218026225,5.0,2.1744000000000003,1.3289600000000004,5.0,2.852480000000001,1.50144,-9.218083075854565,-0.6780800000000005,-0.17247999999999974,0.0
1990,19,15,1.62,2.53,4.29,1,0,0,5,2,0,6,1,0,2.0,2.0,1.0,0.0,0.0,25.0,28.0,12,27,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1463.2693315530153,1507.3099284529935,5.0,1.14752,2.65728,5.0,2.3187200000000003,2.0230400000000004,-44.040596899978254,-1.1712000000000002,0.6342399999999997,0.0
1990,5,23,1.5,2.97,4.3,0,1,0,1,2,0,3,6,0,0.0,0.0,1.0,0.0,0.0,19.0,40.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1491.60505867877,1480.8360918782541,5.0,2.2793600000000005,2.6624000000000003,5.0,1.3590400000000002,1.7328000000000003,10.768966800515955,0.9203200000000002,0.9296,0.0
1990,0,22,1.57,2.68,4.35,1,0,0,4,3,0,5,3,0,0.0,0.0,1.0,0.0,0.0,39.0,34.0,10,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1498.3423071121942,1471.677098187799,5.0,1.7884800000000003,1.7635200000000002,5.0,1.8582400000000006,2.31008,26.6652089243953,-0.06976000000000027,-0.5465599999999999,0.0
1990,18,19,1.59,2.64,4.27,1,0,0,4,2,0,6,6,0,0.0,0.0,0.0,0.0,0.0,36.0,30.0,12,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1509.7947083785032,1474.530176029185,6.0,2.0155520000000005,2.1330560000000007,6.0,1.9180160000000002,2.525824,35.26453234931819,0.09753600000000029,-0.39276799999999934,0.0
1990,10,0,1.61,2.54,4.34,1,0,0,1,0,0,2,3,0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1528.392962505742,1507.5763240851527,6.0,3.281984000000001,2.2011520000000004,6.0,2.2307840000000003,2.010816,20.816638420589243,1.0512000000000006,0.19033600000000028,0.0
1990,15,24,1.52,2.89,4.31,1,0,0,8,3,0,2,3,0,0.0,2.0,0.0,0.0,0.0,31.0,34.0,28,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1496.0490839768238,1500.1725187921822,6.0,2.2549760000000005,2.6184320000000003,6.0,2.426496,2.7819520000000004,-4.123434815358451,-0.17151999999999967,-0.1635200000000001,0.0
1990,23,16,1.47,3.13,4.28,0,0,1,0,0,1,1,4,0,0.0,0.0,0.0,0.0,0.0,17.0,27.0,2,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.1459484358127,1482.9493250025137,6.0,1.487232,1.5862400000000003,6.0,0.9992320000000001,1.8450560000000003,8.19662343329901,0.488,-0.25881599999999993,0.0
1990,22,5,1.51,2.91,4.33,1,0,0,4,1,0,5,3,0,2.0,0.0,0.0,0.0,0.0,31.0,34.0,28,31,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1462.4430812148405,1481.2952021212116,6.0,2.0865920000000004,2.648064,6.0,2.0234880000000004,2.52992,-18.852120906371056,0.06310400000000005,0.11814400000000003,0.0
1990,13,4,1.54,2.82,4.3,1,0,0,5,0,0,6,6,0,2.0,1.0,0.0,0.0,0.0,27.0,20.0,12,37,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1545.945278987179,1519.7053904708537,6.0,2.7200000000000006,1.240192,6.0,2.7395200000000006,2.063168,26.239888516325436,-0.019519999999999982,-0.8229760000000002,0.0
1990,24,18,1.57,2.72,4.26,1,0,0,5,1,0,3,3,0,0.0,2.0,0.0,0.0,0.0,22.0,29.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1490.0538423699302,1518.7831847848242,7.0,2.5411968000000003,3.8255616000000003,7.0,2.4124416,2.1064448000000007,-28.729342414894063,0.12875520000000007,1.7191167999999997,0.0
1990,19,23,1.51,2.92,4.29,1,0,0,2,1,0,2,3,0,0.0,1.0,0.0,0.0,0.0,19.0,24.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1465.541699622864,1490.9100744078537,7.0,1.9344128,2.8206592000000006,7.0,1.1897856000000002,1.2689920000000003,-25.368374784989783,0.7446271999999998,1.5516672000000002,0.0
1990,10,13,1.55,2.74,4.34,1,0,0,6,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,24,2,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1537.794527409313,1555.1914669749606,7.0,2.825587200000001,1.7609216000000005,7.0,3.1760000000000006,0.9921536,-17.39693956564747,-0.3504127999999995,0.7687680000000006,0.0
1990,0,5,1.48,3.05,4.35,1,0,0,4,2,0,5,2,0,0.0,0.0,2.0,0.0,0.0,35.0,34.0,10,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1498.1747591815815,1470.75312635839,7.0,1.7846272000000003,1.8086528000000002,7.0,1.8187904000000004,2.8239360000000007,27.42163282319143,-0.03416320000000006,-1.0152832000000005,0.0
1990,16,22,1.73,2.28,4.26,1,0,0,2,1,0,6,6,0,0.0,1.0,1.0,0.0,0.0,25.0,22.0,28,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1483.1851990304726,1472.985156977662,7.0,0.7993856000000001,1.4760448000000004,7.0,2.4692736,2.3184512000000006,10.200042052810659,-1.669888,-0.8424064000000002,0.0
1990,4,15,1.65,2.46,4.28,1,0,0,2,1,0,2,3,0,0.0,0.0,0.0,0.0,0.0,31.0,26.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1510.4592024830722,1506.1677603990759,7.0,2.1916160000000007,2.6505344,7.0,3.4039808000000007,2.6947456000000005,4.291442083996344,-1.2123648,-0.04421120000000034,0.0
1990,5,16,1.48,3.1,4.28,0,0,1,4,4,1,2,5,0,0.0,1.0,1.0,0.0,1.0,34.0,31.0,28,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1461.5407496315943,1492.8917025371352,8.0,1.8550323200000003,3.059148800000001,8.0,1.0395084800000003,1.3808358400000003,-31.350952905540908,0.81552384,1.6783129600000006,0.0
1990,18,4,1.55,2.77,4.26,0,1,0,2,6,0,5,4,0,0.0,0.0,0.0,0.0,0.0,29.0,42.0,10,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,3,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1507.958167359281,1520.3356911320957,8.0,2.1299532800000005,2.6851558400000006,8.0,2.1532928000000005,2.3204275200000004,-12.377523772814584,-0.023339519999999947,0.3647283200000002,0.0
1990,15,10,1.65,2.43,4.34,1,0,0,2,1,0,4,5,0,0.0,0.0,0.0,0.0,0.0,22.0,43.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1496.2912717500524,1548.2948335202068,8.0,2.923184640000001,2.5557964800000006,8.0,3.460469760000001,1.6087372800000004,-52.00356177015442,-0.53728512,0.9470592000000002,0.0
1990,23,24,1.57,2.71,4.26,0,1,0,2,6,0,5,6,0,0.0,1.0,4.0,0.0,1.0,26.0,29.0,28,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1480.1812087054423,1500.8788597954733,8.0,1.1518284800000003,1.4151936000000003,8.0,3.03295744,3.2604492800000004,-20.69765109003106,-1.8811289599999999,-1.8452556800000002,0.0
1990,22,19,1.52,2.87,4.33,1,0,0,2,1,0,3,3,0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.2786534709994,1476.2705653252754,8.0,2.1754188800000005,2.2547609600000005,8.0,1.9475302400000003,2.456527360000001,-12.99191185427594,0.2278886400000002,-0.20176640000000035,0.0
1990,13,0,1.65,2.43,4.32,0,1,0,1,3,0,3,7,0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,6,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1544.691160864067,1507.3871359083773,8.0,2.740800000000001,1.9937228800000002,8.0,2.2277017600000004,1.84692224,37.304024955689556,0.5130982400000006,0.14680064000000015,0.0
1990,10,18,1.43,3.32,4.39,1,0,0,3,0,0,2,2,0,0.0,1.0,0.0,0.0,0.0,35.0,21.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1536.809129193831,1498.3142704921122,9.0,2.968375808000001,1.6869898240000003,9.0,2.1039626240000007,3.348124672000001,38.49485870171884,0.8644131840000004,-1.6611348480000006,0.0
1990,4,23,1.48,3.07,4.3,1,0,0,3,2,0,3,3,0,0.0,0.0,0.0,0.0,0.0,26.0,28.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1529.9795879992646,1470.776231266197,9.0,2.9226342400000007,2.2563420160000005,9.0,1.3214627840000004,2.3321548800000005,59.203356733067494,1.6011714560000003,-0.07581286399999998,0.0
1990,19,5,1.52,2.88,4.29,0,1,0,3,6,0,5,8,0,0.0,1.0,2.0,0.0,0.0,27.0,37.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1465.8968022368163,1462.4406614333445,9.0,1.7580241920000004,2.3652218880000007,9.0,2.2840258560000004,3.2473190400000007,3.456140803471726,-0.526001664,-0.882097152,0.0
1990,13,15,1.61,2.54,4.3,0,1,0,1,3,0,5,8,0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.6215717195669,1507.7769760764281,9.0,2.392640000000001,2.194978304,9.0,2.738547712000001,2.2446371840000006,25.844595643138746,-0.3459077119999998,-0.049658880000000405,0.0
1990,24,22,1.63,2.5,4.3,1,0,0,3,2,1,5,4,0,1.0,0.0,1.0,0.0,0.0,22.0,28.0,10,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1510.2838372347185,1473.6524165594585,9.0,3.6263659520000004,3.0083594240000004,9.0,2.1403351040000005,2.0038087680000007,36.63142067525996,1.486030848,1.0045506559999997,0.0
