Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO,market_type,has_adv_stats
2002,2002-09-27,9,18,2002-09-26,1.28,2.64,,1,0,0,5,4,B,10,14,0,1,3.0,2.0,0.0,0.0,34.0,28.0,20,38,,,,,,,,,,,0,2,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-27,8,5,2002-09-26,1.23,2.96,,1,0,0,4,3,PS,11,13,0,1,2.0,2.0,1.0,0.0,32.0,41.0,22,36,,,,,,,,,,,1,1,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2way,False
2002,2002-09-27,0,10,2002-09-26,1.33,2.41,,1,0,0,5,3,B,9,10,0,0,3.0,0.0,0.0,0.0,27.0,34.0,18,20,,,,,,,,,,,3,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-27,16,24,2002-09-26,1.57,1.8,,1,0,0,3,1,B,8,10,0,0,2.0,0.0,0.0,0.0,45.0,20.0,16,20,,,,,,,,,,,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-27,23,25,2002-09-26,1.94,1.49,,1,0,0,3,1,B,12,11,1,0,0.0,0.0,0.0,0.0,35.0,18.0,34,22,,,,,,,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-27,22,19,2002-09-26,1.49,1.95,,1,0,0,5,1,B,7,10,1,1,1.0,0.0,0.0,0.0,28.0,28.0,18,24,,,,,,,,,,,1,1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-28,20,15,2002-09-27,1.45,2.04,,1,0,0,7,5,B,14,12,1,1,3.0,3.0,1.0,0.0,33.0,28.0,38,34,,,,,,,,,,,2,3,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,22,9,2002-09-28,1.58,1.79,,1,0,0,2,1,B,8,8,0,1,0.0,0.0,0.0,0.0,37.0,32.0,16,26,,,,,,,,,,,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,15,8,2002-09-28,1.44,2.07,,1,0,0,4,1,B,14,16,0,0,2.0,1.0,0.0,0.0,30.0,34.0,28,32,,,,,,,,,,,2,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,24,19,2002-09-28,1.4,2.18,,0,1,0,1,4,B,8,11,0,0,1.0,0.0,0.0,1.0,28.0,42.0,16,22,,,,,,,,,,,0,2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,18,23,2002-09-28,1.16,3.56,,0,1,0,0,2,B,5,8,0,0,0.0,0.0,0.0,0.0,19.0,31.0,10,16,,,,,,,,,,,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,5,16,2002-09-28,1.52,1.89,,0,1,0,1,3,B,6,12,1,1,0.0,2.0,1.0,0.0,33.0,46.0,22,34,,,,,,,,,,,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,25,0,2002-09-28,1.36,2.31,,1,0,0,4,3,OT,7,7,0,1,3.0,0.0,0.0,0.0,40.0,35.0,14,24,,,,,,,,,,,1,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2way,False
2002,2002-09-29,10,20,2002-09-28,1.44,2.06,,0,1,0,3,4,B,9,12,0,1,2.0,1.0,0.0,0.0,30.0,42.0,18,34,,,,,,,,,,,2,0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-01,18,19,2002-09-30,1.39,2.2,,0,1,0,2,6,B,10,10,0,0,0.0,3.0,0.0,0.0,21.0,32.0,20,20,,,,,,,,,,,0,1,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,9,15,2002-10-03,1.23,2.91,,1,0,0,4,3,B,9,10,0,0,2.0,1.0,1.0,1.0,34.0,36.0,18,20,,,,,,,,,,,1,1,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,8,24,2002-10-03,1.38,2.24,,0,1,0,2,3,PS,6,8,1,0,0.0,1.0,1.0,0.0,53.0,53.0,22,16,,,,,,,,,,,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2way,False
2002,2002-10-04,19,16,2002-10-03,1.25,2.84,,1,0,0,5,3,B,6,10,0,0,3.0,1.0,0.0,0.0,23.0,38.0,12,20,,,,,,,,,,,0,2,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,20,5,2002-10-03,1.26,2.76,,1,0,0,7,5,B,5,12,1,1,3.0,1.0,0.0,0.0,27.0,40.0,20,34,,,,,,,,,,,3,2,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,0,22,2002-10-03,1.41,2.16,,0,1,0,1,2,B,6,10,1,1,0.0,1.0,0.0,1.0,19.0,29.0,22,30,,,,,,,,,,,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,23,10,2002-10-03,1.58,1.79,,0,1,0,3,6,B,4,8,0,0,3.0,2.0,0.0,0.0,23.0,30.0,8,16,,,,,,,,,,,0,2,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-04,25,18,2002-10-03,1.35,2.33,,1,0,0,5,2,B,11,5,1,0,1.0,1.0,1.0,0.0,34.0,24.0,32,10,,,,,,,,,,,1,0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-05,24,9,2002-10-04,1.57,1.8,,1,0,0,4,1,B,11,12,0,0,1.0,1.0,1.0,0.0,32.0,31.0,22,24,,,,,,,,,,,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,22,25,2002-10-05,1.42,2.13,,0,1,0,1,2,B,3,5,0,1,1.0,1.0,0.0,0.0,25.0,38.0,6,14,,,,,,,,,,,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,19,8,2002-10-05,1.29,2.6,,1,0,0,4,1,B,10,9,0,0,2.0,1.0,0.0,0.0,33.0,31.0,20,18,,,,,,,,,,,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,15,0,2002-10-05,1.38,2.23,,1,0,0,5,1,B,6,9,0,0,2.0,1.0,0.0,0.0,48.0,31.0,12,18,,,,,,,,,,,2,0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,5,23,2002-10-05,1.39,2.2,,1,0,0,2,0,B,9,10,0,2,1.0,0.0,0.0,0.0,29.0,27.0,18,40,,,,,,,,,,,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,16,20,2002-10-05,1.47,1.99,,0,1,0,1,4,B,10,10,0,0,1.0,3.0,0.0,1.0,40.0,39.0,20,20,,,,,,,,,,,1,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-06,10,18,2002-10-05,1.47,2.0,,1,0,0,2,1,PS,9,9,0,0,0.0,1.0,0.0,0.0,35.0,39.0,18,18,,,,,,,,,,,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2way,False
2002,2002-10-09,22,10,2002-10-08,1.31,2.49,,1,0,0,3,1,B,4,8,0,1,2.0,0.0,0.0,0.0,35.0,26.0,8,26,,,,,,,,,,,0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,18,15,2002-10-10,1.43,2.08,,0,1,0,4,5,B,12,12,1,1,2.0,3.0,0.0,0.0,30.0,36.0,28,28,,,,,,,,,,,2,0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,9,5,2002-10-10,1.15,3.74,,1,0,0,3,1,B,5,8,0,2,1.0,0.0,1.0,0.0,27.0,40.0,10,41,,,,,,,,,,,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,25,10,2002-10-10,1.26,2.76,,1,0,0,4,0,B,8,9,0,1,1.0,0.0,0.0,0.0,34.0,29.0,16,28,,,,,,,,,,,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,0,19,2002-10-10,1.56,1.82,,1,0,0,5,2,B,5,5,0,0,2.0,0.0,0.0,0.0,29.0,33.0,10,10,,,,,,,,,,,0,1,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,20,24,2002-10-10,1.42,2.11,,1,0,0,5,4,OT,9,13,0,0,4.0,2.0,0.0,0.0,41.0,33.0,18,26,,,,,,,,,,,2,0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2way,False
2002,2002-10-11,23,22,2002-10-10,1.83,1.55,,0,1,0,1,2,B,5,9,0,0,1.0,0.0,0.0,0.0,26.0,37.0,10,18,,,,,,,,,,,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-12,8,16,2002-10-11,1.32,2.47,,1,0,0,4,1,B,8,9,2,2,1.0,1.0,0.0,0.0,25.0,50.0,41,43,,,,,,,,,,,2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,24,0,2002-10-12,1.35,2.33,,1,0,0,5,4,B,9,7,1,0,3.0,2.0,0.0,0.0,37.0,26.0,28,14,,,,,,,,,,,2,1,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,19,9,2002-10-12,1.44,2.07,,0,1,0,1,3,B,6,9,0,0,1.0,0.0,0.0,0.0,27.0,32.0,12,18,,,,,,,,,,,0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,5,18,2002-10-12,1.62,1.73,,1,0,0,2,1,B,4,8,0,1,1.0,0.0,0.0,0.0,34.0,28.0,8,26,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,16,23,2002-10-12,1.29,2.57,,1,0,0,5,3,B,11,7,1,1,0.0,2.0,0.0,0.0,28.0,36.0,32,24,,,,,,,,,,,3,1,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,8,20,2002-10-12,1.4,2.17,,0,1,0,1,4,B,5,7,0,0,1.0,1.0,0.0,0.0,24.0,40.0,10,14,,,,,,,,,,,1,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-13,15,25,2002-10-12,1.44,2.07,,0,1,0,2,3,B,6,7,0,0,2.0,1.0,0.0,0.0,34.0,34.0,12,14,,,,,,,,,,,1,0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,9,16,2002-10-14,1.17,3.44,,1,0,0,6,3,B,7,10,0,0,4.0,1.0,0.0,1.0,25.0,38.0,14,20,,,,,,,,,,,3,2,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,18,22,2002-10-14,1.47,1.99,,1,0,0,5,3,B,6,8,0,0,3.0,1.0,0.0,0.0,25.0,41.0,12,16,,,,,,,,,,,3,2,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,0,5,2002-10-14,1.25,2.78,,1,0,0,3,0,B,7,7,0,0,2.0,0.0,0.0,0.0,24.0,44.0,14,14,,,,,,,,,,,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,10,15,2002-10-14,1.53,1.87,,1,0,0,7,3,B,7,7,1,0,0.0,2.0,0.0,0.0,33.0,29.0,18,14,,,,,,,,,,,3,0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,20,19,2002-10-14,1.42,2.12,,0,1,0,2,9,B,3,5,0,0,0.0,1.0,0.0,1.0,35.0,33.0,6,10,,,,,,,,,,,1,2,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,23,24,2002-10-14,1.87,1.53,,1,0,0,4,3,B,6,8,0,0,1.0,1.0,1.0,1.0,28.0,23.0,12,16,,,,,,,,,,,2,0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-15,25,8,2002-10-14,1.27,2.71,,0,1,0,1,2,B,4,6,2,0,1.0,0.0,0.0,0.0,34.0,41.0,38,12,,,,,,,,,,,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-17,18,16,2002-10-16,1.3,2.53,,0,1,0,2,3,B,6,5,0,0,0.0,2.0,0.0,0.0,22.0,60.0,12,10,,,,,,,,,,,0,0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-18,23,15,2002-10-17,1.75,1.6,,1,0,0,2,1,OT,7,9,0,0,0.0,0.0,0.0,0.0,17.0,24.0,14,18,,,,,,,,,,,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2way,False
2002,2002-10-18,22,24,2002-10-17,1.38,2.22,,0,1,0,0,3,B,7,8,0,0,0.0,2.0,0.0,0.0,29.0,41.0,14,16,,,,,,,,,,,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-18,25,19,2002-10-17,1.41,2.16,,0,1,0,2,3,OT,9,7,0,0,1.0,1.0,0.0,1.0,36.0,41.0,18,14,,,,,,,,,,,0,1,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2way,False
2002,2002-10-18,0,20,2002-10-17,1.37,2.27,,1,0,0,3,1,B,4,8,1,1,1.0,0.0,0.0,0.0,25.0,36.0,12,20,,,,,,,,,,,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-18,8,9,2002-10-17,1.6,1.76,,1,0,0,3,2,OT,11,11,0,2,1.0,1.0,0.0,0.0,39.0,48.0,22,47,,,,,,,,,,,1,0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2way,False
2002,2002-10-19,10,5,2002-10-18,1.28,2.65,,1,0,0,7,4,B,14,14,3,2,3.0,2.0,0.0,0.0,37.0,45.0,57,53,,,,,,,,,,,2,0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,22,15,2002-10-19,1.37,2.27,,0,1,0,1,3,B,5,8,1,0,0.0,0.0,0.0,0.0,30.0,40.0,20,16,,,,,,,,,,,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,5,25,2002-10-19,1.83,1.55,,1,0,0,7,1,B,13,13,0,0,5.0,0.0,2.0,0.0,42.0,21.0,26,26,,,,,,,,,,,2,0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,16,0,2002-10-19,1.54,1.85,,1,0,0,5,3,B,10,10,1,0,1.0,1.0,2.0,1.0,39.0,32.0,30,20,,,,,,,,,,,1,1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,8,18,2002-10-19,1.36,2.3,,0,1,0,2,4,B,7,11,0,2,1.0,3.0,0.0,0.0,36.0,22.0,14,52,,,,,,,,,,,2,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,24,10,2002-10-19,1.31,2.51,,0,1,0,2,4,B,6,11,0,1,0.0,2.0,0.0,0.0,28.0,49.0,12,32,,,,,,,,,,,0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2way,False
2002,2002-10-20,20,9,2002-10-19,1.62,1.73,,0,1,0,2,3,PS,4,6,1,4,2.0,1.0,0.0,1.0,25.0,41.0,12,51,,,,,,,,,,,0,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2way,False
