Season,HID,AID,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO
1990,22,13,1.46,3.16,4.36,0,0,1,1,1,1,5,6,1,1,1.0,0.0,0.0,0.0,29.0,32.0,20,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,23,15,1.65,2.45,4.28,0,0,1,3,3,1,1,2,0,0,0.0,1.0,0.0,0.0,41.0,42.0,2,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,24,0,1.7,2.33,4.32,1,0,0,4,3,0,4,6,0,1,1.0,1.0,0.0,0.0,17.0,37.0,8,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,13,5,1.61,2.56,4.27,1,0,0,6,3,0,6,6,1,1,1.0,0.0,0.0,0.0,34.0,38.0,22,22,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,4,0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
1990,10,16,1.46,3.18,4.32,1,0,0,5,1,0,3,5,0,0,2.0,0.0,0.0,0.0,35.0,9.0,6,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,15,22,1.61,2.53,4.33,1,0,0,5,4,0,5,8,0,0,1.0,0.0,1.0,0.0,28.0,38.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,1,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
1990,18,23,1.54,2.81,4.25,1,0,0,2,1,0,4,5,0,0,0.0,0.0,0.0,0.0,38.0,31.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,4,19,1.64,2.47,4.27,1,0,0,5,2,0,4,5,0,0,0.0,1.0,1.0,0.0,33.0,17.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,19,10,1.59,2.62,4.31,0,1,0,0,3,0,4,3,0,1,0.0,0.0,0.0,0.0,24.0,24.0,8,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1990,16,13,1.59,2.63,4.23,0,1,0,0,2,0,5,5,0,0,0.0,0.0,0.0,0.0,29.0,45.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,22,18,1.46,3.15,4.35,0,1,0,3,4,1,4,5,0,0,1.0,0.0,0.0,0.0,25.0,31.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1990,0,23,1.44,3.24,4.38,0,0,1,1,1,1,3,2,0,1,0.0,1.0,0.0,0.0,33.0,43.0,6,29,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,24,4,1.52,2.88,4.3,0,0,1,2,2,1,4,7,0,0,1.0,0.0,0.0,0.0,25.0,30.0,8,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,5,15,1.62,2.52,4.3,1,0,0,4,3,1,4,8,0,0,1.0,1.0,0.0,0.0,35.0,37.0,8,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1990,18,5,1.59,2.62,4.27,1,0,0,4,3,0,6,4,1,1,2.0,1.0,0.0,0.0,43.0,0.0,22,33,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,15,16,1.42,3.4,4.36,0,0,1,2,2,1,2,3,0,0,0.0,0.0,0.0,0.0,32.0,27.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,4,0,1.7,2.32,4.31,1,0,0,3,1,0,4,3,0,0,1.0,1.0,0.0,0.0,21.0,36.0,8,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,23,22,1.67,2.4,4.28,0,0,1,3,3,1,4,7,0,1,1.0,0.0,0.0,0.0,23.0,36.0,8,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,13,19,1.56,2.71,4.28,1,0,0,4,2,0,10,7,1,1,0.0,2.0,1.0,0.0,29.0,33.0,28,24,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,10,24,1.52,2.86,4.33,1,0,0,6,4,0,3,3,0,0,0.0,0.0,0.0,0.0,31.0,26.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,24,13,1.56,2.73,4.29,0,1,0,2,4,0,2,5,1,1,0.0,0.0,0.0,0.0,19.0,29.0,28,35,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,16,18,1.59,2.63,4.22,0,0,1,1,1,1,2,6,0,0,1.0,0.0,0.0,0.0,22.0,31.0,4,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,4,10,1.65,2.45,4.3,0,0,1,5,5,1,3,5,1,0,0.0,0.0,1.0,1.0,21.0,36.0,11,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,19,15,1.62,2.53,4.29,1,0,0,5,2,0,6,1,0,1,2.0,1.0,0.0,0.0,25.0,28.0,12,27,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1990,5,23,1.5,2.97,4.3,0,1,0,1,2,0,3,6,0,0,0.0,1.0,0.0,0.0,19.0,40.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,0,22,1.57,2.68,4.35,1,0,0,4,3,0,5,3,0,0,0.0,1.0,0.0,0.0,39.0,34.0,10,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1990,18,19,1.59,2.64,4.27,1,0,0,4,2,0,6,6,0,0,0.0,0.0,0.0,0.0,36.0,30.0,12,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,10,0,1.61,2.54,4.34,1,0,0,1,0,0,2,3,0,0,0.0,0.0,0.0,0.0,37.0,27.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,15,24,1.52,2.89,4.31,1,0,0,8,3,0,2,3,1,0,2.0,0.0,0.0,0.0,31.0,34.0,28,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,23,16,1.47,3.13,4.28,0,0,1,0,0,1,1,4,0,0,0.0,0.0,0.0,0.0,17.0,27.0,2,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,22,5,1.51,2.91,4.33,1,0,0,4,1,0,5,3,1,1,0.0,0.0,0.0,0.0,31.0,34.0,28,31,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,13,4,1.54,2.82,4.3,1,0,0,5,0,0,6,6,0,1,1.0,0.0,0.0,0.0,27.0,20.0,12,37,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,24,18,1.57,2.72,4.26,1,0,0,5,1,0,3,3,0,0,2.0,0.0,0.0,0.0,22.0,29.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1990,19,23,1.51,2.92,4.29,1,0,0,2,1,0,2,3,0,0,1.0,0.0,0.0,0.0,19.0,24.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,10,13,1.55,2.74,4.34,1,0,0,6,1,0,2,1,1,0,0.0,0.0,0.0,0.0,41.0,41.0,24,2,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
1990,0,5,1.48,3.05,4.35,1,0,0,4,2,0,5,2,0,0,0.0,2.0,0.0,0.0,35.0,34.0,10,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
1990,16,22,1.73,2.28,4.26,1,0,0,2,1,0,6,6,1,0,1.0,1.0,0.0,0.0,25.0,22.0,28,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,4,15,1.65,2.46,4.28,1,0,0,2,1,0,2,3,0,0,0.0,0.0,0.0,0.0,31.0,26.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,5,16,1.48,3.1,4.28,0,0,1,4,4,1,2,5,1,0,1.0,1.0,0.0,1.0,34.0,31.0,28,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0
1990,18,4,1.55,2.77,4.26,0,1,0,2,6,0,5,4,0,0,0.0,0.0,0.0,0.0,29.0,42.0,10,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,3,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,15,10,1.65,2.43,4.34,1,0,0,2,1,0,4,5,0,0,0.0,0.0,0.0,0.0,22.0,43.0,8,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,23,24,1.57,2.71,4.26,0,1,0,2,6,0,5,6,1,0,1.0,4.0,0.0,1.0,26.0,29.0,28,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
1990,22,19,1.52,2.87,4.33,1,0,0,2,1,0,3,3,0,0,0.0,0.0,0.0,0.0,21.0,29.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,13,0,1.65,2.43,4.32,0,1,0,1,3,0,3,7,0,0,0.0,0.0,0.0,0.0,28.0,45.0,6,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,10,18,1.43,3.32,4.39,1,0,0,3,0,0,2,2,0,0,1.0,0.0,0.0,0.0,35.0,21.0,4,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,4,23,1.48,3.07,4.3,1,0,0,3,2,0,3,3,0,0,0.0,0.0,0.0,0.0,26.0,28.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
1990,19,5,1.52,2.88,4.29,0,1,0,3,6,0,5,8,0,0,1.0,2.0,0.0,0.0,27.0,37.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
1990,13,15,1.61,2.54,4.3,0,1,0,1,3,0,5,8,0,0,0.0,0.0,0.0,0.0,20.0,33.0,10,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,24,22,1.63,2.5,4.3,1,0,0,3,2,1,5,4,0,1,0.0,1.0,0.0,0.0,22.0,28.0,10,18,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
1990,0,16,1.41,3.47,4.4,1,0,0,2,1,0,5,4,0,0,1.0,0.0,0.0,0.0,28.0,29.0,10,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,22,4,1.52,2.86,4.33,0,1,0,3,7,0,3,6,0,0,1.0,0.0,0.0,1.0,24.0,22.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0
1990,23,10,1.77,2.21,4.3,1,0,0,5,2,0,1,5,0,0,1.0,0.0,0.0,0.0,17.0,43.0,2,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,15,0,1.63,2.47,4.35,0,1,0,2,4,0,2,6,0,0,0.0,1.0,0.0,0.0,35.0,34.0,4,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,16,19,1.59,2.64,4.23,1,0,0,2,0,0,2,3,0,0,1.0,0.0,0.0,0.0,31.0,38.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,5,24,1.58,2.66,4.28,1,0,0,5,4,1,3,2,0,1,0.0,0.0,0.0,0.0,30.0,25.0,6,40,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,3,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
1990,18,13,1.6,2.61,4.24,0,1,0,1,3,0,7,6,0,0,0.0,1.0,0.0,0.0,33.0,29.0,14,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,18,15,1.69,2.36,4.26,1,0,0,4,2,0,3,2,0,0,0.0,0.0,0.0,0.0,23.0,36.0,6,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
1990,23,13,1.59,2.62,4.26,1,0,0,2,0,0,3,5,0,0,0.0,0.0,0.0,0.0,26.0,41.0,6,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,16,24,1.62,2.54,4.24,0,0,1,4,4,1,3,3,0,0,1.0,0.0,0.0,0.0,28.0,35.0,6,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
1990,5,4,1.59,2.6,4.29,1,0,0,3,1,0,2,4,0,0,0.0,0.0,0.0,0.0,37.0,26.0,4,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
1990,22,10,1.63,2.48,4.32,1,0,0,4,1,0,8,6,0,0,0.0,0.0,0.0,0.0,26.0,21.0,16,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,0,19,1.44,3.23,4.39,0,1,0,2,4,0,5,7,0,0,0.0,1.0,0.0,1.0,26.0,24.0,10,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,24,19,1.53,2.85,4.3,1,0,0,5,2,0,3,7,0,1,1.0,0.0,0.0,0.0,26.0,34.0,6,34,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
1990,13,22,1.62,2.54,4.29,1,0,0,4,3,0,6,8,0,0,2.0,1.0,0.0,0.0,31.0,21.0,12,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
1990,15,23,1.49,2.99,4.32,0,1,0,3,6,0,2,6,1,0,1.0,0.0,0.0,1.0,34.0,32.0,28,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
1990,18,0,1.75,2.25,4.29,1,0,0,3,1,0,3,4,0,1,2.0,0.0,0.0,0.0,25.0,32.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,10,5,1.53,2.84,4.33,0,0,1,3,3,1,3,7,0,0,0.0,1.0,1.0,1.0,34.0,37.0,6,14,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,4,16,1.46,3.17,4.32,1,0,0,2,1,1,5,5,0,0,2.0,1.0,0.0,0.0,27.0,26.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1990,19,4,1.61,2.57,4.27,1,0,0,3,1,0,2,3,0,0,0.0,0.0,0.0,0.0,19.0,31.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1990,5,13,1.55,2.78,4.3,0,0,1,5,5,1,2,3,0,0,1.0,2.0,0.0,0.0,31.0,45.0,4,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,2,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
1990,16,10,1.7,2.35,4.26,0,0,1,3,3,1,5,5,0,0,0.0,0.0,0.0,0.0,34.0,31.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1990,23,18,1.51,2.95,4.29,1,0,0,4,0,0,6,5,1,0,2.0,0.0,0.0,0.0,26.0,29.0,22,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1990,22,15,1.54,2.78,4.32,0,0,1,3,3,1,5,5,0,0,1.0,0.0,0.0,0.0,38.0,22.0,10,10,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,0,24,1.53,2.83,4.34,0,1,0,4,8,0,4,4,0,0,1.0,2.0,0.0,0.0,31.0,0.0,8,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,2,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
1990,23,0,1.61,2.57,4.3,1,0,0,4,3,0,0,2,0,0,0.0,0.0,0.0,0.0,32.0,34.0,0,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,13,16,1.47,3.14,4.3,0,0,1,2,2,1,2,4,0,0,1.0,0.0,0.0,0.0,34.0,27.0,4,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,18,22,1.65,2.44,4.26,0,1,0,1,5,0,4,6,1,1,1.0,0.0,0.0,0.0,26.0,38.0,12,16,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
1990,4,24,1.61,2.55,4.3,0,1,0,3,4,0,4,3,1,0,0.0,1.0,0.0,0.0,26.0,25.0,18,6,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,10,19,1.49,2.99,4.33,1,0,0,7,1,0,5,4,1,1,0.0,0.0,0.0,0.0,23.0,30.0,25,26,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,15,5,1.56,2.73,4.3,0,0,1,4,4,1,3,4,0,0,1.0,0.0,1.0,0.0,46.5,47.0,6,8,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1990,13,24,1.63,2.5,4.3,0,0,1,3,3,1,2,2,1,0,1.0,0.0,0.0,0.0,23.0,21.0,14,4,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1990,16,15,1.63,2.52,4.24,1,0,0,6,1,0,1,4,0,1,2.0,0.0,0.0,0.0,30.0,29.0,2,33,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,2,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,5,18,1.45,3.21,4.32,1,0,0,8,4,0,3,6,0,0,2.0,0.0,1.0,0.0,33.0,37.0,6,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,1,3,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1990,19,13,1.59,2.64,4.26,0,0,1,2,2,1,6,6,0,0,0.0,2.0,0.0,0.0,33.0,32.0,12,12,31.0,27.0,9.0,9.0,15.0,13.0,8.0,8.0,35.0,32.0,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
