Season,Date,HID,AID,Open,OddsH,OddsA,OddsD,H,A,D,HS,AS,Special,H_PEN,A_PEN,H_MAJ,A_MAJ,H_PPG,A_PPG,H_SHG,A_SHG,H_SV,A_SV,H_PIM,A_PIM,H_SOG,A_SOG,H_BLK_S,A_BLK_S,H_HIT,A_HIT,H_BLK,A_BLK,H_FO,A_FO,H_P1,A_P1,H_P2,A_P2,H_P3,A_P3,H_OT,A_OT,H_SO,A_SO,market_type,has_adv_stats
1990,1990-10-02,22,18,1990-10-01,1.46,3.15,4.35,0,1,0,3,4,OT,4,5,0,0,1.0,0.0,0.0,0.0,25.0,31.0,8,10,,,,,,,,,,,2,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3way,False
1990,1990-10-02,0,23,1990-10-01,1.44,3.24,4.38,0,0,1,1,1,OT,3,2,0,2,0.0,1.0,0.0,0.0,33.0,43.0,6,29,,,,,,,,,,,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-02,24,4,1990-10-01,1.52,2.88,4.3,0,0,1,2,2,OT,4,7,0,0,1.0,0.0,0.0,0.0,25.0,30.0,8,14,,,,,,,,,,,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-02,5,15,1990-10-01,1.62,2.52,4.3,1,0,0,4,3,OT,4,8,0,0,1.0,1.0,0.0,0.0,35.0,37.0,8,16,,,,,,,,,,,2,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,18,5,1990-10-04,1.59,2.62,4.27,1,0,0,4,3,B,6,4,1,2,2.0,1.0,0.0,0.0,43.0,0.0,22,33,,,,,,,,,,,0,2,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,15,16,1990-10-04,1.42,3.4,4.36,0,0,1,2,2,OT,2,3,0,0,0.0,0.0,0.0,0.0,32.0,27.0,4,6,,,,,,,,,,,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,4,0,1990-10-04,1.7,2.32,4.31,1,0,0,3,1,B,4,3,0,0,1.0,1.0,0.0,0.0,21.0,36.0,8,6,,,,,,,,,,,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,23,22,1990-10-04,1.67,2.4,4.28,0,0,1,3,3,OT,4,7,0,2,1.0,0.0,0.0,0.0,23.0,36.0,8,44,,,,,,,,,,,3,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,13,19,1990-10-04,1.56,2.71,4.28,1,0,0,4,2,B,10,7,3,1,0.0,2.0,1.0,0.0,29.0,33.0,50,24,,,,,,,,,,,1,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-05,10,24,1990-10-04,1.52,2.86,4.33,1,0,0,6,4,B,3,3,0,0,0.0,0.0,0.0,0.0,31.0,26.0,6,6,,,,,,,,,,,1,3,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,24,13,1990-10-08,1.56,2.73,4.29,0,1,0,2,4,B,2,5,2,2,0.0,0.0,0.0,0.0,19.0,29.0,29,35,,,,,,,,,,,1,3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,16,18,1990-10-08,1.59,2.63,4.22,0,0,1,1,1,OT,2,6,0,0,1.0,0.0,0.0,0.0,22.0,31.0,4,12,,,,,,,,,,,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,4,10,1990-10-08,1.65,2.45,4.3,0,0,1,5,5,OT,3,5,1,0,0.0,0.0,1.0,1.0,21.0,36.0,11,10,,,,,,,,,,,1,1,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,19,15,1990-10-08,1.62,2.53,4.29,1,0,0,5,2,B,6,1,0,2,2.0,1.0,0.0,0.0,25.0,28.0,12,27,,,,,,,,,,,1,0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,5,23,1990-10-08,1.5,2.97,4.3,0,1,0,1,2,B,3,6,0,0,0.0,1.0,0.0,0.0,19.0,40.0,6,12,,,,,,,,,,,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-09,0,22,1990-10-08,1.57,2.68,4.35,1,0,0,4,3,B,5,3,0,0,0.0,1.0,0.0,0.0,39.0,34.0,10,6,,,,,,,,,,,0,1,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,18,19,1990-10-11,1.59,2.64,4.27,1,0,0,4,2,B,6,6,0,0,0.0,0.0,0.0,0.0,36.0,30.0,12,12,,,,,,,,,,,2,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,10,0,1990-10-11,1.61,2.54,4.34,1,0,0,1,0,B,2,3,0,0,0.0,0.0,0.0,0.0,37.0,27.0,4,6,,,,,,,,,,,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,15,24,1990-10-11,1.52,2.89,4.31,1,0,0,8,3,B,2,3,2,0,2.0,0.0,0.0,0.0,31.0,34.0,29,6,,,,,,,,,,,3,1,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,23,16,1990-10-11,1.47,3.13,4.28,0,0,1,0,0,OT,1,4,0,0,0.0,0.0,0.0,0.0,17.0,27.0,2,8,,,,,,,,,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,22,5,1990-10-11,1.51,2.91,4.33,1,0,0,4,1,B,5,3,2,2,0.0,0.0,0.0,0.0,31.0,34.0,35,31,,,,,,,,,,,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-12,13,4,1990-10-11,1.54,2.82,4.3,1,0,0,5,0,B,6,6,0,2,1.0,0.0,0.0,0.0,27.0,20.0,12,37,,,,,,,,,,,0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,24,18,1990-10-13,1.57,2.72,4.26,1,0,0,5,1,B,3,3,0,0,2.0,0.0,0.0,0.0,22.0,29.0,6,6,,,,,,,,,,,1,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,19,23,1990-10-13,1.51,2.92,4.29,1,0,0,2,1,B,2,3,0,0,1.0,0.0,0.0,0.0,19.0,24.0,4,6,,,,,,,,,,,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,10,13,1990-10-13,1.55,2.74,4.34,1,0,0,6,1,B,2,1,2,0,0.0,0.0,0.0,0.0,41.0,41.0,24,2,,,,,,,,,,,2,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,0,5,1990-10-13,1.48,3.05,4.35,1,0,0,4,2,B,5,2,0,0,0.0,2.0,0.0,0.0,35.0,34.0,10,4,,,,,,,,,,,1,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,16,22,1990-10-13,1.73,2.28,4.26,1,0,0,2,1,B,6,6,3,0,1.0,1.0,0.0,0.0,25.0,22.0,47,12,,,,,,,,,,,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-14,4,15,1990-10-13,1.65,2.46,4.28,1,0,0,2,1,B,2,3,0,0,0.0,0.0,0.0,0.0,31.0,26.0,4,6,,,,,,,,,,,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,5,16,1990-10-15,1.48,3.1,4.28,0,0,1,4,4,OT,2,5,2,0,1.0,1.0,0.0,1.0,34.0,31.0,29,10,,,,,,,,,,,1,0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,18,4,1990-10-15,1.55,2.77,4.26,0,1,0,2,6,B,5,4,0,0,0.0,0.0,0.0,0.0,29.0,42.0,10,8,,,,,,,,,,,2,3,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,15,10,1990-10-15,1.65,2.43,4.34,1,0,0,2,1,B,4,5,0,0,0.0,0.0,0.0,0.0,22.0,43.0,8,10,,,,,,,,,,,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,23,24,1990-10-15,1.57,2.71,4.26,0,1,0,2,6,B,5,6,2,0,1.0,4.0,0.0,1.0,26.0,29.0,35,12,,,,,,,,,,,1,3,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,22,19,1990-10-15,1.52,2.87,4.33,1,0,0,2,1,B,3,3,0,0,0.0,0.0,0.0,0.0,21.0,29.0,6,6,,,,,,,,,,,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-16,13,0,1990-10-15,1.65,2.43,4.32,0,1,0,1,3,B,3,7,0,0,0.0,0.0,0.0,0.0,28.0,45.0,6,14,,,,,,,,,,,0,0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,10,18,1990-10-18,1.43,3.32,4.39,1,0,0,3,0,B,2,2,0,0,1.0,0.0,0.0,0.0,35.0,21.0,4,4,,,,,,,,,,,0,0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,4,23,1990-10-18,1.48,3.07,4.3,1,0,0,3,2,B,3,3,0,0,0.0,0.0,0.0,0.0,26.0,28.0,6,6,,,,,,,,,,,1,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,19,5,1990-10-18,1.52,2.88,4.29,0,1,0,3,6,B,5,8,0,0,1.0,2.0,0.0,0.0,27.0,37.0,10,16,,,,,,,,,,,1,1,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,13,15,1990-10-18,1.61,2.54,4.3,0,1,0,1,3,B,5,8,0,0,0.0,0.0,0.0,0.0,20.0,33.0,10,16,,,,,,,,,,,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,24,22,1990-10-18,1.63,2.5,4.3,1,0,0,3,2,OT,5,4,0,1,0.0,1.0,0.0,0.0,22.0,28.0,10,18,,,,,,,,,,,0,1,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3way,False
1990,1990-10-19,0,16,1990-10-18,1.41,3.47,4.4,1,0,0,2,1,B,5,4,0,0,1.0,0.0,0.0,0.0,28.0,29.0,10,8,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,22,4,1990-10-22,1.52,2.86,4.33,0,1,0,3,7,B,3,6,0,0,1.0,0.0,0.0,1.0,24.0,22.0,6,12,,,,,,,,,,,1,2,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,23,10,1990-10-22,1.77,2.21,4.3,1,0,0,5,2,B,1,5,0,0,1.0,0.0,0.0,0.0,17.0,43.0,2,10,,,,,,,,,,,1,0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,15,0,1990-10-22,1.63,2.47,4.35,0,1,0,2,4,B,2,6,0,0,0.0,1.0,0.0,0.0,35.0,34.0,4,12,,,,,,,,,,,0,1,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,16,19,1990-10-22,1.59,2.64,4.23,1,0,0,2,0,B,2,3,0,0,1.0,0.0,0.0,0.0,31.0,38.0,4,6,,,,,,,,,,,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,5,24,1990-10-22,1.58,2.66,4.28,1,0,0,5,4,OT,3,2,0,3,0.0,0.0,0.0,0.0,30.0,25.0,6,49,,,,,,,,,,,3,2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3way,False
1990,1990-10-23,18,13,1990-10-22,1.6,2.61,4.24,0,1,0,1,3,B,7,6,0,0,0.0,1.0,0.0,0.0,33.0,29.0,14,12,,,,,,,,,,,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,18,15,1990-10-25,1.69,2.36,4.26,1,0,0,4,2,B,3,2,0,0,0.0,0.0,0.0,0.0,23.0,36.0,6,4,,,,,,,,,,,2,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,23,13,1990-10-25,1.59,2.62,4.26,1,0,0,2,0,B,3,5,0,0,0.0,0.0,0.0,0.0,26.0,41.0,6,10,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,16,24,1990-10-25,1.62,2.54,4.24,0,0,1,4,4,OT,3,3,0,0,1.0,0.0,0.0,0.0,28.0,35.0,6,6,,,,,,,,,,,1,1,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,5,4,1990-10-25,1.59,2.6,4.29,1,0,0,3,1,B,2,4,0,0,0.0,0.0,0.0,0.0,37.0,26.0,4,8,,,,,,,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,22,10,1990-10-25,1.63,2.48,4.32,1,0,0,4,1,B,8,6,0,0,0.0,0.0,0.0,0.0,26.0,21.0,16,12,,,,,,,,,,,1,0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-26,0,19,1990-10-25,1.44,3.23,4.39,0,1,0,2,4,B,5,7,0,0,0.0,1.0,0.0,1.0,26.0,24.0,10,14,,,,,,,,,,,2,0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,24,19,1990-10-29,1.53,2.85,4.3,1,0,0,5,2,B,3,7,0,1,1.0,0.0,0.0,0.0,26.0,34.0,6,34,,,,,,,,,,,0,0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,13,22,1990-10-29,1.62,2.54,4.29,1,0,0,4,3,B,6,8,0,0,2.0,1.0,0.0,0.0,31.0,21.0,12,16,,,,,,,,,,,2,0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,15,23,1990-10-29,1.49,2.99,4.32,0,1,0,3,6,B,2,6,2,0,1.0,0.0,0.0,1.0,34.0,32.0,29,12,,,,,,,,,,,1,2,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,18,0,1990-10-29,1.75,2.25,4.29,1,0,0,3,1,B,3,4,0,1,2.0,0.0,0.0,0.0,25.0,32.0,6,12,,,,,,,,,,,1,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,10,5,1990-10-29,1.53,2.84,4.33,0,0,1,3,3,OT,3,7,0,0,0.0,1.0,1.0,1.0,34.0,37.0,6,14,,,,,,,,,,,1,0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-10-30,4,16,1990-10-29,1.46,3.17,4.32,1,0,0,2,1,OT,5,5,0,0,2.0,1.0,0.0,0.0,27.0,26.0,10,10,,,,,,,,,,,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,19,4,1990-11-01,1.61,2.57,4.27,1,0,0,3,1,B,2,3,0,0,0.0,0.0,0.0,0.0,19.0,31.0,4,6,,,,,,,,,,,0,1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,5,13,1990-11-01,1.55,2.78,4.3,0,0,1,5,5,OT,2,3,0,0,1.0,2.0,0.0,0.0,31.0,45.0,4,6,,,,,,,,,,,2,2,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,16,10,1990-11-01,1.7,2.35,4.26,0,0,1,3,3,OT,5,5,0,0,0.0,0.0,0.0,0.0,34.0,31.0,10,10,,,,,,,,,,,1,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,23,18,1990-11-01,1.51,2.95,4.29,1,0,0,4,0,B,6,5,1,0,2.0,0.0,0.0,0.0,26.0,29.0,22,10,,,,,,,,,,,1,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,22,15,1990-11-01,1.54,2.78,4.32,0,0,1,3,3,OT,5,5,0,0,1.0,0.0,0.0,0.0,38.0,22.0,10,10,,,,,,,,,,,2,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-02,0,24,1990-11-01,1.53,2.83,4.34,0,1,0,4,8,B,4,4,0,0,1.0,2.0,0.0,0.0,31.0,0.0,8,8,,,,,,,,,,,1,2,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,23,0,1990-11-03,1.61,2.57,4.3,1,0,0,4,3,B,0,2,0,0,0.0,0.0,0.0,0.0,32.0,34.0,0,4,,,,,,,,,,,2,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,13,16,1990-11-03,1.47,3.14,4.3,0,0,1,2,2,OT,2,4,0,0,1.0,0.0,0.0,0.0,34.0,27.0,4,8,,,,,,,,,,,1,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,18,22,1990-11-03,1.65,2.44,4.26,0,1,0,1,5,B,4,6,1,1,1.0,0.0,0.0,0.0,26.0,38.0,12,16,,,,,,,,,,,0,1,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,4,24,1990-11-03,1.61,2.55,4.3,0,1,0,3,4,B,4,3,1,0,0.0,1.0,0.0,0.0,26.0,25.0,18,6,,,,,,,,,,,0,0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,10,19,1990-11-03,1.49,2.99,4.33,1,0,0,7,1,B,5,4,2,3,0.0,0.0,0.0,0.0,23.0,30.0,25,26,,,,,,,,,,,2,0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-04,15,5,1990-11-03,1.56,2.73,4.3,0,0,1,4,4,OT,3,4,0,0,1.0,0.0,1.0,0.0,51.0,47.0,6,8,,,,,,,,,,,1,3,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-06,13,24,1990-11-05,1.63,2.5,4.3,0,0,1,3,3,OT,2,2,1,0,1.0,0.0,0.0,0.0,23.0,21.0,14,4,,,,,,,,,,,0,0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,16,15,1990-11-12,1.63,2.52,4.24,1,0,0,6,1,B,1,4,0,2,2.0,0.0,0.0,0.0,30.0,29.0,2,33,,,,,,,,,,,2,1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,5,18,1990-11-12,1.45,3.21,4.32,1,0,0,8,4,B,3,6,0,0,2.0,0.0,1.0,0.0,33.0,37.0,6,12,,,,,,,,,,,1,3,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,19,13,1990-11-12,1.59,2.64,4.26,0,0,1,2,2,OT,6,6,0,0,0.0,2.0,0.0,0.0,33.0,32.0,12,12,,,,,,,,,,,0,0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,22,23,1990-11-12,1.54,2.81,4.33,0,0,1,1,1,OT,6,4,0,1,0.0,0.0,0.0,0.0,33.0,25.0,12,18,,,,,,,,,,,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,24,10,1990-11-12,1.61,2.53,4.34,1,0,0,4,3,B,3,4,0,1,1.0,0.0,0.0,1.0,22.0,30.0,6,18,,,,,,,,,,,0,3,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-13,0,4,1990-11-12,1.53,2.83,4.32,1,0,0,4,0,B,3,4,0,0,0.0,0.0,0.0,0.0,31.0,24.0,6,8,,,,,,,,,,,2,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-16,10,4,1990-11-15,1.49,3.02,4.35,1,0,0,6,3,B,6,3,0,0,0.0,0.0,0.0,1.0,27.0,26.0,12,6,,,,,,,,,,,1,0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-16,18,16,1990-11-15,1.58,2.69,4.22,0,0,1,2,2,OT,4,5,2,1,0.0,0.0,0.0,1.0,36.0,32.0,38,30,,,,,,,,,,,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-16,23,5,1990-11-15,1.57,2.67,4.3,1,0,0,8,3,B,3,3,0,0,1.0,0.0,0.0,0.0,30.0,49.0,6,6,,,,,,,,,,,2,1,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-16,0,22,1990-11-15,1.58,2.65,4.33,0,1,0,2,4,B,2,2,0,0,0.0,1.0,0.0,0.0,36.0,20.0,4,4,,,,,,,,,,,1,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-20,24,15,1990-11-19,1.48,3.03,4.34,0,1,0,2,4,B,5,6,0,0,0.0,1.0,0.0,0.0,16.0,28.0,10,12,,,,,,,,,,,0,2,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-20,0,10,1990-11-19,1.63,2.49,4.33,0,1,0,3,4,B,1,4,1,1,1.0,0.0,0.0,0.0,26.0,24.0,12,18,,,,,,,,,,,0,3,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3way,False
1990,1990-11-20,4,13,1990-11-19,1.57,2.69,4.27,0,1,0,2,5,B,5,3,1,0,0.0,2.0,0.0,0.0,29.0,26.0,20,6,,,,,,,,,,,0,1,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3way,False
